response_row_id,test_id,total_questions,answers_json,is_complete,time_per_question_s,total_time_s,shuffled_question_order
1211,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""B""],""2"":[""D""],""3"":[""A""],""6"":[""A""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""B""],""12"":[""B""],""13"":[""B""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""B""],""23"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""30"":[""C""],""31"":[""A""]}",No,"{""1"":103.946,""2"":88.8,""3"":28.464,""6"":77.432,""8"":49.185,""9"":56.384,""10"":43.115,""11"":48.261,""12"":96.567,""13"":69.21,""14"":88.422,""15"":48.399,""16"":19.075,""17"":76.625,""18"":51.04,""19"":55.773,""20"":123.155,""21"":64.113,""23"":86.953,""25"":149.33,""26"":12.084,""27"":72.539,""28"":86.89,""30"":122.391,""31"":107.921}",1826.074,"[12,8,16,25,18,19,13,6,31,11,2,26,21,20,17,30,27,28,15,9,14,23,1,10,3,4,5,22,24,7,29]"
1212,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""11"":[""D""],""29"":[""A""]}",No,"{""11"":251.52,""29"":269.646}",521.166,"[11,29,2,22,12,6,18,8,13,19,5,9,15,28,7,20,24,3,31,4,25,10,1,17,21,30,16,14,23,26,27]"
1213,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""B""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""6"":[""A""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""B""],""12"":[""B""],""13"":[""B""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""B""],""23"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""30"":[""C""],""31"":[""A""]}",No,"{""1"":103.946,""2"":88.8,""3"":28.464,""4"":51.397,""6"":77.432,""8"":49.185,""9"":56.384,""10"":43.115,""11"":48.261,""12"":96.567,""13"":69.21,""14"":88.422,""15"":48.399,""16"":19.075,""17"":76.625,""18"":51.04,""19"":55.773,""20"":123.155,""21"":64.113,""23"":86.953,""25"":149.33,""26"":12.084,""27"":72.539,""28"":86.89,""30"":122.391,""31"":107.921}",1877.471,"[12,8,16,25,18,19,13,6,31,11,2,26,21,20,17,30,27,28,15,9,14,23,1,10,3,4,5,22,24,7,29]"
1214,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""B""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""C""],""6"":[""A""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""B""],""12"":[""B""],""13"":[""B""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""B""],""23"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""30"":[""C""],""31"":[""A""]}",No,"{""1"":103.946,""2"":88.8,""3"":28.464,""4"":51.397,""5"":69.899,""6"":77.432,""8"":49.185,""9"":56.384,""10"":43.115,""11"":48.261,""12"":96.567,""13"":69.21,""14"":88.422,""15"":48.399,""16"":19.075,""17"":76.625,""18"":51.04,""19"":55.773,""20"":123.155,""21"":64.113,""23"":86.953,""25"":149.33,""26"":12.084,""27"":72.539,""28"":86.89,""30"":122.391,""31"":107.921}",1947.37,"[12,8,16,25,18,19,13,6,31,11,2,26,21,20,17,30,27,28,15,9,14,23,1,10,3,4,5,22,24,7,29]"
1215,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""B""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""C""],""6"":[""A""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""B""],""12"":[""B""],""13"":[""B""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""B""],""22"":[""D""],""23"":[""C""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""30"":[""C""],""31"":[""A""]}",No,"{""1"":103.946,""2"":88.8,""3"":28.464,""4"":51.397,""5"":69.899,""6"":77.432,""8"":49.185,""9"":56.384,""10"":43.115,""11"":48.261,""12"":96.567,""13"":69.21,""14"":88.422,""15"":48.399,""16"":19.075,""17"":76.625,""18"":51.04,""19"":55.773,""20"":123.155,""21"":64.113,""22"":36.081,""23"":86.953,""25"":149.33,""26"":12.084,""27"":72.539,""28"":86.89,""30"":122.391,""31"":107.921}",1983.451,"[12,8,16,25,18,19,13,6,31,11,2,26,21,20,17,30,27,28,15,9,14,23,1,10,3,4,5,22,24,7,29]"
1216,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""B""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""C""],""6"":[""A""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""B""],""12"":[""B""],""13"":[""B""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""B""],""22"":[""D""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""30"":[""C""],""31"":[""A""]}",No,"{""1"":103.946,""2"":88.8,""3"":28.464,""4"":51.397,""5"":69.899,""6"":77.432,""8"":49.185,""9"":56.384,""10"":43.115,""11"":48.261,""12"":96.567,""13"":69.21,""14"":88.422,""15"":48.399,""16"":19.075,""17"":76.625,""18"":51.04,""19"":55.773,""20"":123.155,""21"":64.113,""22"":36.081,""23"":86.953,""24"":104.451,""25"":149.33,""26"":12.084,""27"":72.539,""28"":86.89,""30"":122.391,""31"":107.921}",2087.902,"[12,8,16,25,18,19,13,6,31,11,2,26,21,20,17,30,27,28,15,9,14,23,1,10,3,4,5,22,24,7,29]"
1217,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""B""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""C""],""6"":[""A""],""7"":[""D""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""B""],""12"":[""B""],""13"":[""B""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""B""],""22"":[""D""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""30"":[""C""],""31"":[""A""]}",No,"{""1"":103.946,""2"":88.8,""3"":28.464,""4"":51.397,""5"":69.899,""6"":77.432,""7"":39.289,""8"":49.185,""9"":56.384,""10"":43.115,""11"":48.261,""12"":96.567,""13"":69.21,""14"":88.422,""15"":48.399,""16"":19.075,""17"":76.625,""18"":51.04,""19"":55.773,""20"":123.155,""21"":64.113,""22"":36.081,""23"":86.953,""24"":104.451,""25"":149.33,""26"":12.084,""27"":72.539,""28"":86.89,""30"":122.391,""31"":107.921}",2127.191,"[12,8,16,25,18,19,13,6,31,11,2,26,21,20,17,30,27,28,15,9,14,23,1,10,3,4,5,22,24,7,29]"
1218,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""B""],""2"":[""D""],""3"":[""A""],""4"":[""C""],""5"":[""C""],""6"":[""A""],""7"":[""D""],""8"":[""A""],""9"":[""D""],""10"":[""D""],""11"":[""B""],""12"":[""B""],""13"":[""B""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""D""],""20"":[""D""],""21"":[""B""],""22"":[""D""],""23"":[""C""],""24"":[""B""],""25"":[""C""],""26"":[""C""],""27"":[""D""],""28"":[""D""],""29"":[""D""],""30"":[""C""],""31"":[""A""]}",Yes,"{""1"":103.946,""2"":88.8,""3"":28.464,""4"":51.397,""5"":69.899,""6"":77.432,""7"":39.289,""8"":49.185,""9"":56.384,""10"":43.115,""11"":48.261,""12"":96.567,""13"":69.21,""14"":88.422,""15"":48.399,""16"":19.075,""17"":76.625,""18"":51.04,""19"":55.773,""20"":123.155,""21"":64.113,""22"":36.081,""23"":86.953,""24"":104.451,""25"":149.33,""26"":12.084,""27"":72.539,""28"":86.89,""29"":99.722,""30"":122.391,""31"":107.921}",2226.913,"[12,8,16,25,18,19,13,6,31,11,2,26,21,20,17,30,27,28,15,9,14,23,1,10,3,4,5,22,24,7,29]"
1219,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""4"":[""A""]}",No,"{""4"":151.166}",151.166,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1220,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""4"":[""A""],""6"":[""B""]}",No,"{""4"":151.166,""6"":45.515}",196.681,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1221,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515}",250.049,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1222,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""25"":[""B""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""25"":62.054}",312.103,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1223,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""25"":[""B""],""27"":[""A""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""25"":62.054,""27"":95.161}",407.264,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1224,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""12"":[""A""],""25"":[""B""],""27"":[""A""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""12"":73.596,""25"":62.054,""27"":95.161}",480.86,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1225,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""12"":[""A""],""15"":[""C""],""25"":[""B""],""27"":[""A""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""12"":73.596,""15"":52.786,""25"":62.054,""27"":95.161}",533.646,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1226,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""15"":[""C""],""25"":[""B""],""27"":[""A""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""15"":52.786,""25"":62.054,""27"":95.161}",580.615,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1227,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""15"":[""C""],""17"":[""B""],""25"":[""B""],""27"":[""A""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""15"":52.786,""17"":50.038,""25"":62.054,""27"":95.161}",630.653,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1228,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""15"":[""C""],""17"":[""B""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""15"":52.786,""17"":50.038,""25"":62.054,""27"":95.161,""28"":57.222}",687.875,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1229,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""15"":[""C""],""17"":[""B""],""19"":[""B""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""15"":52.786,""17"":50.038,""19"":86.2,""25"":62.054,""27"":95.161,""28"":57.222}",774.075,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1230,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""15"":[""C""],""17"":[""B""],""19"":[""B""],""20"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""15"":52.786,""17"":50.038,""19"":86.2,""20"":132.874,""25"":62.054,""27"":95.161,""28"":57.222}",906.949,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1231,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""15"":[""C""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""15"":52.786,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""25"":62.054,""27"":95.161,""28"":57.222}",1004.092,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1232,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""15"":[""C""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""1"":145.06,""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""15"":52.786,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""25"":62.054,""27"":95.161,""28"":57.222}",1149.152,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1233,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""1"":145.06,""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""25"":62.054,""27"":95.161,""28"":57.222}",1201.075,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1234,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""1"":145.06,""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""25"":62.054,""27"":95.161,""28"":57.222}",1315.833,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1235,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""25"":62.054,""27"":95.161,""28"":57.222}",1356.029,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1236,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""5"":[""C""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""5"":210.759,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""25"":62.054,""27"":95.161,""28"":57.222}",1566.788,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1237,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""5"":[""C""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""5"":210.759,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""14"":269.951,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""25"":62.054,""27"":95.161,""28"":57.222}",1836.739,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1238,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""5"":[""C""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""5"":210.759,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""14"":269.951,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""25"":62.054,""27"":95.161,""28"":57.222,""30"":69.6}",1906.339,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1239,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""5"":[""C""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""21"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""5"":210.759,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""14"":269.951,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""21"":64.258,""25"":62.054,""27"":95.161,""28"":57.222,""30"":69.6}",1970.597,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1240,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""20"":[""B""]}",No,"{""20"":209.008}",209.008,"[20,27,30,26,15,16,28,10,5,29,25,23,19,24,7,9,13,21,17,14,8,11,4,18,31,12,22,6,2,3,1]"
1241,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""5"":[""C""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""21"":[""A""],""22"":[""C""],""25"":[""B""],""27"":[""A""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""5"":210.759,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""14"":269.951,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""21"":64.258,""22"":111.14,""25"":62.054,""27"":95.161,""28"":57.222,""30"":69.6}",2081.737,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1242,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""20"":[""B""],""27"":[""C""]}",No,"{""20"":209.008,""27"":79.456}",288.464,"[20,27,30,26,15,16,28,10,5,29,25,23,19,24,7,9,13,21,17,14,8,11,4,18,31,12,22,6,2,3,1]"
1243,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""5"":[""C""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""21"":[""A""],""22"":[""C""],""24"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""],""30"":[""A""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""5"":210.759,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""14"":269.951,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""21"":64.258,""22"":111.14,""24"":86.536,""25"":62.054,""27"":95.161,""28"":57.222,""30"":69.6}",2168.273,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1244,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""20"":[""B""],""27"":[""C""],""30"":[""C""]}",No,"{""20"":209.008,""27"":79.456,""30"":87.168}",375.632,"[20,27,30,26,15,16,28,10,5,29,25,23,19,24,7,9,13,21,17,14,8,11,4,18,31,12,22,6,2,3,1]"
1245,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""20"":[""B""],""26"":[""C""],""27"":[""C""],""30"":[""C""]}",No,"{""20"":209.008,""26"":44.449,""27"":79.456,""30"":87.168}",420.081,"[20,27,30,26,15,16,28,10,5,29,25,23,19,24,7,9,13,21,17,14,8,11,4,18,31,12,22,6,2,3,1]"
1246,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""5"":[""C""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""21"":[""A""],""22"":[""C""],""24"":[""A""],""25"":[""B""],""27"":[""A""],""28"":[""D""],""30"":[""A""],""31"":[""B""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""5"":210.759,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""14"":269.951,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""21"":64.258,""22"":111.14,""24"":86.536,""25"":62.054,""27"":95.161,""28"":57.222,""30"":69.6,""31"":56.677}",2224.95,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1247,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""5"":[""C""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""21"":[""A""],""22"":[""C""],""24"":[""A""],""25"":[""B""],""26"":[""C""],""27"":[""A""],""28"":[""D""],""30"":[""A""],""31"":[""B""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""5"":210.759,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""14"":269.951,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""21"":64.258,""22"":111.14,""24"":86.536,""25"":62.054,""26"":7.761,""27"":95.161,""28"":57.222,""30"":69.6,""31"":56.677}",2232.711,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
1248,folio_actual_q14_r14_31q_attention3_seed42,31.0,"{""1"":[""D""],""2"":[""A""],""3"":[""A""],""4"":[""A""],""5"":[""C""],""6"":[""B""],""10"":[""D""],""12"":[""A""],""13"":[""A""],""14"":[""D""],""15"":[""C""],""16"":[""B""],""17"":[""B""],""18"":[""D""],""19"":[""B""],""20"":[""A""],""21"":[""A""],""22"":[""C""],""23"":[""B""],""24"":[""A""],""25"":[""B""],""26"":[""C""],""27"":[""A""],""28"":[""D""],""30"":[""A""],""31"":[""B""]}",No,"{""1"":145.06,""2"":40.196,""3"":53.368,""4"":151.166,""5"":210.759,""6"":45.515,""10"":46.969,""12"":73.596,""13"":114.758,""14"":269.951,""15"":52.786,""16"":51.923,""17"":50.038,""18"":97.143,""19"":86.2,""20"":132.874,""21"":64.258,""22"":111.14,""23"":13.786,""24"":86.536,""25"":62.054,""26"":7.761,""27"":95.161,""28"":57.222,""30"":69.6,""31"":56.677}",2246.497,"[4,6,3,25,27,12,15,10,17,28,19,20,18,1,16,13,2,5,14,30,21,22,24,31,26,23,9,7,11,8,29]"
